,year,fuel,car_running,mileage,car
2861,2006,Petrol,less than 500000,0-15,Other
1298,2010,Diesel,less than 100000,0-15,Tata New Safari
5245,2018,Diesel,less than 50000,more than 15,Other
4964,2019,Petrol,less than 10000,more than 20,Other
4714,2013,Diesel,less than 500000,more than 20,Maruti Ertiga VDI
1969,2013,Diesel,less than 100000,more than 15,Other
5800,2013,Diesel,less than 500000,more than 20,Fiat Grande Punto
320,2018,Diesel,less than 50000,more than 20,Hyundai Creta 1.4
166,2016,Petrol,less than 50000,more than 15,Toyota Camry 2.5
7167,2017,Petrol,less than 100000,more than 15,Other
5776,2015,Diesel,less than 500000,more than 20,Ford EcoSport 1.5
2216,2018,Diesel,less than 100000,more than 20,Tata Nexon 1.5
3617,2017,Diesel,less than 100000,more than 20,Maruti SX4 S
3585,2019,Petrol,less than 10000,more than 15,Ford Figo 1.2P
2125,2014,Diesel,less than 100000,more than 20,Nissan Sunny Diesel
1061,2017,Diesel,less than 50000,more than 25,Other
7661,2020,Diesel,less than 10000,more than 15,Toyota Fortuner 2.8
4799,2016,Diesel,less than 50000,more than 20,BMW 3 Series
7518,2016,Diesel,less than 50000,more than 20,Hyundai Xcent 1.1
4304,2012,Diesel,less than 500000,more than 15,Maruti Swift Dzire
5320,2015,Petrol,less than 100000,more than 20,Maruti Alto 800
7089,2013,Diesel,less than 100000,more than 20,Hyundai Verna 1.6
4389,2014,Diesel,less than 500000,more than 20,Hyundai Verna 1.6
5060,2000,Diesel,less than 500000,more than 15,Other
4995,2013,Diesel,less than 500000,0-15,Toyota Innova 2.5
5717,2012,Petrol,less than 50000,more than 15,Maruti Swift Dzire
6665,2014,Petrol,less than 50000,more than 20,Maruti Wagon R
1567,2019,Petrol,less than 10000,more than 20,Hyundai Grand i10
4235,2019,Petrol,less than 25000,more than 20,Lexus ES 300h
646,2017,Diesel,less than 10000,0-15,Jaguar XE 2016-2019
3507,2016,Diesel,less than 500000,more than 15,Mahindra Bolero Power
5867,2009,Diesel,less than 500000,more than 15,Other
5106,2011,Diesel,less than 500000,0-15,Other
3688,2019,Petrol,less than 25000,more than 15,Other
2636,2013,Petrol,less than 100000,more than 20,Maruti Wagon R
6875,2014,Diesel,less than 500000,0-15,Other
6731,2017,Diesel,less than 100000,more than 20,Hyundai i20 1.4
2762,2012,Petrol,less than 100000,more than 20,Maruti Alto 800
2379,2015,Diesel,less than 100000,more than 20,Renault Duster 85PS
6715,2008,Diesel,less than 500000,0-15,Toyota Innova 2.5
4898,2019,Diesel,less than 25000,more than 20,Ford Ecosport 1.5
1986,2015,Diesel,less than 500000,more than 25,Ford Figo 1.5D
5735,2014,Diesel,less than 500000,more than 20,Tata Indica Vista
6295,2014,Diesel,less than 100000,more than 20,Other
7892,2016,Diesel,less than 500000,0-15,Toyota Innova Crysta
5961,2017,Petrol,less than 50000,more than 20,Hyundai EON Magna
668,2014,Diesel,less than 50000,more than 15,Mahindra Thar CRDe
4870,2011,Diesel,less than 100000,more than 20,Tata Indigo CR4
6202,2016,Petrol,less than 25000,more than 20,Maruti Swift VXI
1721,2018,Petrol,less than 100000,more than 20,Maruti Swift AMT
2592,2012,Diesel,less than 500000,0-15,Toyota Innova 2.5
7144,2017,Petrol,less than 100000,more than 20,Datsun RediGO 1.0
6966,2018,Diesel,less than 50000,more than 25,Maruti Baleno Alpha
2920,2014,Diesel,less than 100000,more than 25,Honda City i
1475,2017,Diesel,less than 100000,more than 20,Maruti Vitara Brezza
5296,2008,Petrol,less than 100000,more than 15,Maruti Alto LXi
4751,2017,Petrol,less than 25000,more than 20,Tata Tigor 1.2
6020,2011,Petrol,less than 50000,more than 15,Hyundai i10 Sportz
5351,2002,Petrol,less than 100000,more than 15,Other
2564,2011,Diesel,less than 500000,more than 20,Hyundai Verna 1.6
4512,2014,Diesel,less than 100000,more than 25,Maruti Swift VDI
3180,2020,Petrol,less than 50000,more than 15,Tata Zest Revotron
5385,1997,Diesel,less than 500000,more than 15,Other
7634,2015,Petrol,less than 25000,more than 15,Honda Jazz 1.2
3207,2014,Petrol,less than 50000,more than 20,Hyundai i10 Magna
3428,2017,Petrol,less than 500000,more than 15,Tata Zest Revotron
2574,2018,Petrol,less than 50000,more than 20,Maruti Swift Dzire
2044,2013,Diesel,less than 500000,more than 20,Maruti Swift Dzire
5998,2016,Diesel,less than 500000,more than 25,Maruti Swift VDI
7448,2012,Petrol,less than 500000,more than 15,Chevrolet Beat LT
2612,2011,Diesel,less than 500000,more than 15,Other
2106,2018,Diesel,less than 50000,more than 15,Other
2689,2014,Diesel,less than 100000,more than 20,Maruti Swift Dzire
2729,2017,Diesel,less than 100000,more than 15,Mahindra TUV 300
3138,2016,Diesel,less than 500000,more than 20,Tata Zest Quadrajet
5461,2016,Petrol,less than 50000,more than 20,Maruti Wagon R
1813,2011,Petrol,less than 500000,more than 15,Chevrolet Spark 1.0
1485,2014,Petrol,less than 100000,more than 15,Hyundai i20 Asta
3352,2017,Diesel,less than 25000,0-15,Toyota Innova Crysta
4168,2018,Diesel,less than 25000,more than 20,Ford EcoSport 1.5
2071,2012,Diesel,less than 500000,more than 15,Mahindra XUV500 W8
6319,2011,Diesel,less than 500000,more than 15,Other
6745,2011,Petrol,less than 100000,more than 20,Maruti Alto K10
3565,2018,Petrol,less than 25000,more than 20,Maruti Ignis 1.2
7545,2019,Petrol,less than 10000,more than 15,Hyundai Verna VTVT
2351,2019,Petrol,less than 25000,more than 20,Tata Tiago 1.2
1115,2017,Diesel,less than 10000,0-15,Jaguar XE 2016-2019
1049,2016,Petrol,less than 25000,more than 25,Renault KWID RXT
2790,2015,Diesel,less than 100000,more than 20,Other
2829,2018,Diesel,less than 25000,more than 20,BMW 5 Series
2118,2012,Diesel,less than 500000,more than 15,Mahindra Bolero 2011-2019
5573,2011,Petrol,less than 500000,more than 15,Other
4357,2017,Diesel,less than 50000,more than 20,Volkswagen Ameo 1.5
522,2015,Petrol,less than 100000,more than 15,Chevrolet Beat LT
2108,2008,LPG,less than 500000,more than 15,Maruti Wagon R
4276,2017,Petrol,less than 50000,more than 20,Maruti Ignis 1.2
7010,2017,Petrol,less than 50000,more than 20,Maruti Wagon R
1496,2010,Petrol,less than 500000,more than 15,Honda City V
4712,1994,Diesel,less than 500000,0-15,Other
4673,2018,Diesel,less than 100000,more than 25,Maruti Swift Dzire
8041,2007,Petrol,less than 500000,more than 15,Maruti Wagon R
4697,2014,Diesel,less than 100000,more than 20,Hyundai Verna 1.6
6153,2012,Petrol,less than 500000,more than 15,Maruti Alto LXi
5783,2011,Petrol,less than 50000,more than 15,Maruti Alto LXi
246,2019,Petrol,less than 25000,more than 15,Honda Amaze S
7640,2012,Diesel,less than 500000,more than 20,Volkswagen Vento Diesel
6767,2017,Diesel,less than 100000,more than 25,Other
3647,2006,Petrol,less than 100000,more than 15,Hyundai Santro Xing
3037,2018,Petrol,less than 25000,more than 20,Datsun RediGO 1.0
4686,2008,Petrol,less than 500000,0-15,Other
6810,2014,Petrol,less than 100000,more than 20,Maruti Alto K10
5592,2011,Diesel,less than 100000,more than 15,Chevrolet Cruze LTZ
1295,2011,Diesel,less than 500000,more than 20,Fiat Grande Punto
3626,2007,Petrol,less than 100000,more than 15,Hyundai Santro Xing
5388,2010,Diesel,less than 500000,more than 20,Hyundai i20 Asta
5378,2010,Diesel,less than 500000,more than 15,Maruti Swift Dzire
4640,2018,Diesel,less than 25000,more than 25,Maruti Swift VDI
7192,2013,Petrol,less than 500000,more than 20,Maruti Wagon R
4669,2016,Diesel,less than 100000,more than 15,Mahindra Scorpio 1.99
5139,2010,Petrol,less than 100000,more than 15,Maruti Alto LXi
3975,2015,Petrol,less than 25000,more than 20,Maruti Wagon R
6801,2010,Diesel,less than 500000,more than 15,Tata Indigo CS
7709,2018,Diesel,less than 25000,more than 20,BMW 5 Series
514,2011,Diesel,less than 100000,more than 15,Tata Indica V2
1678,2012,Petrol,less than 50000,more than 20,Hyundai EON D
1011,2014,Diesel,less than 500000,more than 20,Ford Ecosport 1.5
6668,2011,Diesel,less than 500000,more than 15,Tata Indica Vista
3701,2012,Petrol,less than 100000,more than 15,Maruti Swift ZXI
2287,2015,Petrol,less than 50000,more than 20,Maruti Alto K10
2088,2016,Diesel,less than 100000,more than 25,Mahindra KUV 100
5221,2019,Petrol,less than 50000,more than 15,Mahindra KUV 100
406,2013,Petrol,less than 100000,more than 20,Hyundai EON Sportz
2498,2005,Petrol,less than 100000,more than 15,Honda City 1.5
2080,2011,Diesel,less than 500000,0-15,Tata New Safari
4061,2012,Diesel,less than 500000,more than 20,Tata Indigo CR4
1878,2017,Diesel,less than 50000,more than 20,Hyundai i20 2015-2017
2846,2016,Diesel,less than 100000,more than 15,Mahindra Bolero 2011-2019
5690,2007,Petrol,less than 100000,more than 15,Hyundai Santro Xing
1184,2004,Petrol,less than 100000,more than 15,Hyundai Santro Xing
3035,2016,Petrol,less than 25000,more than 20,Other
5649,2016,Diesel,less than 100000,more than 20,Hyundai i20 Asta
5477,2010,Petrol,less than 50000,more than 15,Ford Figo Petrol
7500,2019,Diesel,less than 25000,more than 25,Maruti Swift Dzire
5882,2013,Diesel,less than 500000,more than 15,Tata Sumo Gold
630,2014,Diesel,less than 100000,more than 20,Maruti Swift Dzire
3447,2013,Diesel,less than 500000,more than 20,Tata Manza Club
4825,2019,Petrol,less than 10000,more than 20,Maruti Swift AMT
7611,2013,Diesel,less than 100000,more than 20,Volkswagen Polo Diesel
5118,2013,Diesel,less than 100000,more than 20,Maruti Swift Dzire
4579,2015,Diesel,less than 500000,more than 20,Skoda Rapid 1.5
4323,2015,Diesel,less than 500000,0-15,Tata Safari Storme
7065,2017,Petrol,less than 25000,more than 20,Renault KWID 1.0
4016,2014,Petrol,less than 100000,more than 15,Other
633,2019,Petrol,less than 50000,more than 20,Maruti Alto K10
1458,2009,Petrol,less than 100000,more than 15,Hyundai i10 Era
1943,2016,Petrol,less than 25000,more than 20,Maruti Alto 800
5555,2018,Petrol,less than 100000,more than 20,Other
3681,2003,Petrol,less than 50000,more than 15,Other
5440,2017,Petrol,less than 50000,more than 20,Hyundai EON 1.0
921,2018,Petrol,less than 25000,more than 25,Renault KWID RXT
1931,2017,Petrol,less than 100000,more than 20,Hyundai EON 1.0
1382,2014,Diesel,less than 100000,more than 15,Mahindra Bolero 2011-2019
37,2019,Petrol,less than 10000,more than 15,Hyundai Verna VTVT
5652,2012,Diesel,less than 100000,more than 15,Ford Fiesta Classic
4316,2019,Petrol,less than 10000,more than 20,Other
4115,2009,Diesel,less than 500000,0-15,Other
7202,2016,Petrol,less than 50000,more than 15,Hyundai i20 Sportz
1304,2014,Diesel,less than 100000,more than 20,Hyundai i20 Sportz
4394,2013,Diesel,less than 500000,more than 20,Other
4666,2015,Petrol,less than 100000,more than 15,Hyundai i20 Active
3276,2015,Diesel,less than 100000,more than 25,Maruti Ciaz ZDi
5135,2016,Diesel,less than 50000,more than 20,Ford Ecosport 1.5
3728,2017,Petrol,less than 50000,more than 20,Maruti Swift LXI
1765,2011,Diesel,less than 100000,more than 20,Ford Figo Diesel
5025,2006,Petrol,less than 500000,more than 15,Maruti Wagon R
6478,2015,Diesel,less than 100000,more than 25,Honda City i
4237,2015,Diesel,less than 500000,0-15,Tata Safari Storme
5003,2019,Petrol,less than 25000,more than 20,Maruti Baleno Delta
3388,2009,Petrol,less than 25000,more than 15,Maruti Alto LX
4298,2014,Diesel,less than 100000,more than 15,Mahindra XUV500 W8
913,2014,Petrol,less than 25000,more than 20,Hyundai EON Era
720,2014,Petrol,less than 50000,more than 20,Other
2986,2010,Petrol,less than 100000,more than 15,Ford Figo Petrol
122,2017,Diesel,less than 100000,more than 20,Ford EcoSport 1.5
7682,2017,Diesel,less than 100000,more than 20,Hyundai Grand i10
4590,2015,Diesel,less than 100000,more than 25,Maruti Swift Dzire
1853,2014,Petrol,less than 100000,0-15,Other
6348,2002,Petrol,less than 100000,more than 15,Other
6544,2011,Diesel,less than 500000,more than 20,Mahindra Verito 1.5
7900,2010,Diesel,less than 100000,more than 20,Maruti Ritz LDi
6846,2016,Petrol,less than 50000,more than 15,Other
5529,2014,Diesel,less than 500000,more than 20,Other
4905,2018,Petrol,less than 10000,more than 20,Maruti Wagon R
5141,2013,Diesel,less than 100000,more than 15,Mahindra Bolero 2011-2019
7255,2003,Petrol,less than 100000,more than 15,Maruti Wagon R
6246,2016,Petrol,less than 25000,more than 25,Renault KWID RXT
545,2015,Petrol,less than 100000,more than 20,Maruti Alto 800
4596,2014,Diesel,less than 100000,more than 20,Hyundai Verna 1.6
7298,2018,Diesel,less than 50000,more than 25,Maruti Swift VDI
1673,2015,Diesel,less than 50000,more than 15,Hyundai Creta 1.6
7156,2018,Petrol,less than 25000,more than 20,Maruti Wagon R
7557,2010,Diesel,less than 500000,more than 15,Other
2311,2013,Diesel,less than 500000,more than 20,Maruti Ertiga VDI
5328,2018,Diesel,less than 100000,more than 15,Mahindra Bolero Power
2836,2019,Petrol,less than 10000,more than 20,Other
1047,2019,Petrol,less than 25000,more than 25,Renault KWID RXT
1902,2011,Diesel,less than 500000,0-15,Mahindra Scorpio VLX
6884,2017,Petrol,less than 50000,more than 15,Ford Figo 1.2P
4543,2019,Diesel,less than 25000,more than 20,Maruti Vitara Brezza
890,2016,Diesel,less than 100000,more than 15,Mahindra Bolero 2011-2019
7914,2010,Petrol,less than 500000,more than 15,Tata Manza Aura
1709,2017,Diesel,less than 10000,0-15,Jaguar XE 2016-2019
6589,2019,Petrol,less than 10000,more than 15,Honda Amaze V
118,2017,Petrol,less than 50000,more than 20,Maruti Wagon R
6529,2012,Diesel,less than 500000,more than 20,Hyundai Verna 1.6
2895,2014,Diesel,less than 500000,more than 25,Honda Amaze VX
3932,2018,Petrol,less than 100000,more than 15,Ford EcoSport 1.5
1708,2012,Diesel,less than 100000,more than 15,Chevrolet Cruze LTZ
1420,2013,Diesel,less than 500000,more than 20,Ford Figo Diesel
7014,2012,Petrol,less than 50000,more than 20,Hyundai EON Era
5586,2018,Diesel,less than 50000,more than 20,Ford EcoSport 1.5
3855,2015,Diesel,less than 500000,0-15,Toyota Innova 2.5
3694,2016,Diesel,less than 50000,more than 15,Mahindra Bolero 2011-2019
471,2011,Diesel,less than 100000,0-15,Other
5168,2018,Petrol,less than 25000,more than 15,Ford Figo Aspire
6984,2013,Diesel,less than 500000,more than 15,Mahindra Bolero 2011-2019
4148,2009,Petrol,less than 500000,more than 15,Chevrolet Spark 1.0
1349,2012,Diesel,less than 500000,more than 15,Renault Duster 110PS
5919,2010,Petrol,less than 100000,more than 15,Honda City 1.5
984,2014,Diesel,less than 100000,0-15,Other
7507,2020,Diesel,less than 50000,more than 20,Volkswagen Ameo 1.5
1410,2017,Diesel,less than 100000,more than 15,Jeep Compass 2.0
7260,2014,Diesel,less than 500000,more than 15,Other
3660,2017,Diesel,less than 50000,more than 15,Mahindra Bolero 2011-2019
6035,2017,Petrol,less than 50000,more than 15,Honda City i-VTEC
1276,2010,Petrol,less than 25000,more than 20,Other
7128,2018,Petrol,less than 10000,more than 15,Hyundai Grand i10
4121,2007,Petrol,less than 100000,more than 15,Maruti Alto LXi
6990,2014,Petrol,less than 100000,more than 20,Hyundai i10 Sportz
6204,2010,Petrol,less than 25000,more than 15,Maruti Alto LXi
5364,2005,Diesel,less than 100000,0-15,Other
1309,2016,Petrol,less than 100000,more than 25,Renault KWID RXT
775,2011,Diesel,less than 500000,0-15,Other
3289,2017,Petrol,less than 50000,more than 20,Tata Tigor 1.2
3930,2009,Diesel,less than 500000,more than 15,Ford Fiesta Classic
1480,2019,Petrol,less than 50000,more than 20,Tata Tiago 1.2
5888,2010,Diesel,less than 500000,0-15,Other
8000,2015,Petrol,less than 50000,more than 20,Maruti Wagon R
4111,2014,Petrol,less than 50000,more than 20,Maruti Alto 800
4257,2017,Diesel,less than 50000,more than 15,Jaguar XF 2.0
1313,2012,Diesel,less than 500000,more than 15,Renault Duster 110PS
3939,2018,Petrol,less than 50000,more than 15,Tata Nexon 1.2
2275,2009,Diesel,less than 500000,0-15,Other
7698,2011,Diesel,less than 100000,0-15,Other
2204,2010,Diesel,less than 500000,0-15,Mahindra Xylo D2
4411,2017,Petrol,less than 10000,more than 15,Hyundai i20 2015-2017
3130,2017,Petrol,less than 50000,more than 15,Other
5379,2017,Diesel,less than 100000,more than 25,Other
6424,2013,Diesel,less than 100000,more than 20,Maruti Swift Dzire
6773,2017,Diesel,less than 50000,more than 20,Skoda Rapid 1.5
3739,2011,Petrol,less than 100000,more than 15,Maruti Wagon R
569,2017,Diesel,less than 100000,more than 15,Jeep Compass 2.0
4447,2013,Diesel,less than 100000,more than 20,Other
1509,2012,Petrol,less than 100000,more than 15,Maruti Alto LXi
22,2015,Diesel,less than 50000,more than 25,Maruti Swift Dzire
5797,2016,Diesel,less than 50000,more than 25,Ford Figo 1.5D
3241,2018,Diesel,less than 50000,more than 20,BMW 5 Series
5389,2019,Diesel,less than 10000,more than 25,Other
2849,2012,Petrol,less than 500000,more than 15,Other
6619,2015,Diesel,less than 100000,more than 25,Other
4428,2019,Diesel,less than 10000,more than 15,BMW X4 M
3540,2012,Diesel,less than 100000,more than 20,Tata Indica Vista
4731,2009,Petrol,less than 50000,more than 15,Maruti Swift 1.3
6232,2014,Diesel,less than 100000,more than 25,Honda City i
579,2014,Diesel,less than 100000,more than 15,Mahindra XUV500 W4
1406,2012,Diesel,less than 500000,more than 15,Maruti Swift Dzire
1491,2013,Diesel,less than 100000,more than 25,Honda Amaze S
3493,2012,Diesel,less than 50000,more than 15,Tata Indica Vista
7576,2011,Diesel,less than 500000,more than 20,Fiat Grande Punto
3873,2011,Diesel,less than 500000,0-15,Toyota Innova 2.5
6240,2020,Petrol,less than 10000,more than 20,Maruti Swift VXI
6296,2017,Diesel,less than 100000,0-15,Toyota Innova Crysta
1658,2007,LPG,less than 100000,more than 15,Maruti Wagon R
5879,2008,Diesel,less than 500000,0-15,Toyota Innova 2.5
6923,2015,Petrol,less than 25000,more than 20,Maruti Alto K10
4500,2014,Diesel,less than 50000,more than 20,Hyundai Verna 1.6
856,2011,Petrol,less than 500000,0-15,Other
7409,2012,Diesel,less than 500000,more than 20,Other
8119,2017,Petrol,less than 100000,more than 20,Maruti Wagon R
7387,2011,Diesel,less than 500000,more than 20,Ford Figo Diesel
5547,2013,Diesel,less than 500000,more than 15,Other
4157,2013,Diesel,less than 500000,more than 20,Tata Indigo CR4
6288,2013,Diesel,less than 100000,0-15,Toyota Innova 2.5
7125,2010,Diesel,less than 500000,0-15,Tata New Safari
3508,2010,Petrol,100000 or more,more than 15,Maruti Wagon R
8108,2019,Diesel,less than 25000,more than 15,Other
2374,2017,Petrol,less than 50000,more than 20,Maruti Swift Dzire
2300,2017,Petrol,less than 50000,more than 15,Honda Jazz 1.2
